TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
had,O,0,had,ROOT,_,,O
to,O,2,buy,aux,_,,O
buy,O,0,had,xcomp,_,,O
my,O,4,dad,poss,_,,O
dad,O,2,buy,dative,_,,O
a,O,8,player,det,_,,O
different,O,8,player,amod,_,,O
dvd,O,8,player,compound,_,,O
player,O,2,buy,dobj,_,,O
locally,O,2,buy,advmod,_,,O
(,O,2,buy,punct,_,,O
panasonic,O,2,buy,dobj,_,pan ##as ##onic,O
),O,2,buy,punct,_,,O
which,O,14,worked,nsubj,_,,O
worked,O,0,had,advcl,_,,O
just,O,16,fine,advmod,_,,O
fine,O,14,worked,advmod,_,,O
.,O,0,had,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
in,O,7,died,prep,_,,O
that,O,2,model,det,_,,O
model,O,0,in,pobj,_,,O
the,O,5,drive,det,_,,O
hard,B-ASP,5,drive,amod,_,,AT-W\O-Path
drive,I-ASP,7,died,nsubj,_,,AT-W\O-Path
just,O,7,died,advmod,_,,O
died,O,7,died,ROOT,_,,O
one,O,9,morning,nummod,_,,O
morning,O,7,died,npadvmod,_,,O
before,O,7,died,prep,_,,O
my,O,12,class,poss,_,,O
class,O,10,before,pobj,_,,O
.,O,7,died,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,service,det,_,,O
service,B-ASP,4,is,nsubj,_,,AT-Head
from,I-ASP,1,service,prep,_,,AT-Secondary
t-mobile,I-ASP,2,from,pobj,_,t - mobile,AT-Secondary
is,O,4,is,ROOT,_,,O
very,O,6,good,advmod,_,,O
good,B-OP,4,is,acomp,_,,"1###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
too,O,4,is,advmod,_,,O
.,O,4,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,phones,det,_,,O
phones,B-ASP,2,are,nsubj,_,,AT-Head
are,O,2,are,ROOT,_,,O
awesome,B-OP,2,are,acomp,_,,"1###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,2,are,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
after,O,2,discovered,mark,_,,O
we,O,2,discovered,nsubj,_,,O
discovered,O,7,tried,advcl,_,,O
the,O,4,problems,det,_,,O
