TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
Quick,B-OP,0,Quick,ROOT,NNP,
and,O,_,_,_,_,
has,O,_,_,_,_,
built,B-ASP,0,Quick,_and_c,VBN,
in,I-ASP,_,_,_,_,
virus,I-ASP,_,_,_,NN,
control,I-ASP,3~5,built~virus,ARG2~compound,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Ca,O,1,n't,neg,MD,
n't,O,_,_,_,VB,n ' t
wait,O,3~0,until~Ca,ARG1~ARG1,VB,
until,O,3,until,ROOT,IN,
I,O,9~5,take~go,ARG1~ARG1,PRP,
go,O,3~6,until~on,ARG2~ARG1,VBP,
on,O,_,_,_,IN,
vacation,O,6,on,ARG2,NN,
and,O,_,_,_,_,
take,O,11~5,with~go,ARG1~_and_c,VB,
it,O,9,take,ARG2,PRP,
with,O,_,_,_,IN,
me,O,11,with,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,called,ARG1,PRP,
called,O,1,called,ROOT,VBD,
Toshiba,O,1,called,ARG2,NNP,to ##shi ##ba
and,O,_,_,_,_,
they,O,5,want,ARG1,PRP,
want,O,1,called,_and_c,VBP,
me,O,9,without,ARG1,PRP,
to,O,_,_,_,_,
be,O,_,_,_,_,
without,O,12~16,for~while,ARG1~ARG1,IN,
my,O,_,_,_,PRP$,
laptop,O,9~10,without~my,ARG2~poss,NN,
for,O,_,_,_,IN,
about,O,_,_,_,_,
two,O,_,_,_,CD,
weeks,O,14~12,two~for,ARG1~ARG2,NNS,
while,O,5,want,ARG2,IN,
they,O,18,look,ARG1,PRP,
look,O,16,while,ARG2,VBP,
at,O,_,_,_,_,
the,O,_,_,_,DT,
problem,O,18~20,look~the,ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
What,O,3,interesting,ARG1,WP,
's,O,_,_,_,_,' s
also,O,4,is,ARG1,RB,
interesting,B-OP,2,also,ARG1,JJ,
is,O,4,is,ROOT,VBZ,
this,O,_,_,_,DT,
survey,O,7~5,changed~this,ARG1~BV,NN,
changed,O,12~17,time~case,loc~ARG1,VBD,
my,O,_,_,_,PRP$,
ratings,O,7~8,changed~my,ARG2~poss,NNS,
the,O,_,_,_,DT,
first,O,_,_,_,JJ,
time,O,11~10,first~the,ARG1~BV,NN,
I,O,14,submitted,ARG1,PRP,
submitted,O,12,time,loc,VBD,
it,O,14,submitted,ARG2,PRP,
in,O,17,case,mwe,IN,
case,O,4,is,ARG2,NN,
it,O,21,keep,ARG1,PRP,
does,O,_,_,_,_,
n't,O,17,case,ARG2,RB,n ' t
keep,O,20,n't,neg,VB,
what,O,24~25,put~here,ARG2~loc,WP,
I,O,24,put,ARG1,PRP,
put,O,21,keep,ARG2,VBD,
here,O,24,put,ARG3,RB,
are,O,_,_,_,_,
my,O,_,_,_,PRP$,
aratings,O,24~27,put~my,ARG3~poss,NNS,ara ##ting ##s
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,DT,
battery,B-ASP,_,_,_,NN,
life,I-ASP,0~6~1,The~good~battery,BV~ARG1~compound,NN,
is,O,_,_,_,_,
also,O,4,also,ROOT,RB,
relatively,O,_,_,_,RB,
good,B-OP,4~5,also~relatively,ARG1~ARG1,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Laptop,O,4,used,ARG2,NN,
is,O,_,_,_,_,
to,O,_,_,_,_,
be,O,_,_,_,_,
used,O,5~4,like~used,ARG1~ROOT,VBN,
like,O,_,_,_,IN,
a,O,_,_,_,DT,
Netbook,O,6~5,a~like,BV~ARG2,NN,net ##book
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,is,ARG1,DT,
is,O,1,is,ROOT,VBZ,
the,O,_,_,_,DT,
first,O,_,_,_,JJ,
