TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
I,O,2,going,nsubj,_,,O
'm,O,2,going,aux,_,' m,O
going,O,2,going,ROOT,_,,O
back,O,2,going,advmod,_,,O
.,O,2,going,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
For,O,2,quality,case,_,,O
the,O,2,quality,det,_,,O
quality,B-ASP,9,expensive,obl,_,,AT-Head
of,I-ASP,4,food,case,_,,AT-Secondary
food,I-ASP,2,quality,nmod:of,_,,AT-Secondary
",",O,9,expensive,punct,_,,O
a,O,7,little,det,_,,O
little,O,9,expensive,obl:npmod,_,,O
too,O,9,expensive,advmod,_,,O
expensive,B-OP,9,expensive,ROOT,_,,"2###[""OT"", ""obl"", ""ASP""]"
.,O,9,expensive,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,4,place,nsubj,_,,O
was,O,4,place,cop,_,,O
the,O,4,place,det,_,,O
first,O,4,place,amod,_,,O
place,O,4,place,ROOT,_,,O
we,O,6,ate,nsubj,_,,O
ate,O,4,place,acl:relcl,_,,O
on,O,10,trip,case,_,,O
our,O,10,trip,nmod:poss,_,,O
first,O,10,trip,amod,_,,O
trip,O,6,ate,obl,_,,O
to,O,13,York,case,_,,O
New,O,13,York,compound,_,,O
York,O,10,trip,nmod:to,_,,O
",",O,21,place,punct,_,,O
and,O,21,place,cc,_,,O
it,O,21,place,nsubj,_,,O
will,O,21,place,aux,_,,O
be,O,21,place,cop,_,,O
the,O,21,place,det,_,,O
last,O,21,place,amod,_,,O
place,B-ASP,4,place,conj,_,,AT-W\O-Path
we,O,23,stop,nsubj,_,,O
stop,O,21,place,acl:relcl,_,,O
as,O,26,head,mark,_,,O
we,O,26,head,nsubj,_,,O
head,O,23,stop,advcl:as,_,,O
out,O,29,town,case,_,,O
of,O,29,town,case,_,,O
town,O,26,head,obl,_,,O
on,O,33,trip,case,_,,O
our,O,33,trip,nmod:poss,_,,O
next,O,33,trip,amod,_,,O
trip,O,26,head,obl,_,,O
to,O,36,York,case,_,,O
New,O,36,York,compound,_,,O
York,O,33,trip,nmod:to,_,,O
.,O,4,place,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,_,,O
