TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
i,O,2,tried,nsubj,PRP,
never,O,2,tried,neg,RB,
tried,O,2,tried,ROOT,VBD,
any,O,5,mics,det,DT,
external,B-ASP,5,mics,amod,JJ,
mics,I-ASP,2,tried,dobj,NNS,mic ##s
with,O,2,tried,prep,IN,
that,O,8,iMac,det,DT,
imac,O,6,with,pobj,NNP,im ##ac
reltodomainb,O,6,with,pobj,NNP,im ##ac
.,O,2,tried,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
that,O,1,'s,nsubj,DT,
's,O,1,'s,ROOT,VBZ,' s
how,O,3,frustrating,advmod,WRB,
frustrating,B-OP,5,was,acomp,JJ,
it,O,5,was,nsubj,PRP,
was,O,1,'s,ccomp,VBD,
.,O,1,'s,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,1,is,nsubj,DT,
is,O,1,is,ROOT,VBZ,
what,O,4,told,dative,WP,
they,O,4,told,nsubj,PRP,
told,O,1,is,ccomp,VBD,
me,O,4,told,dobj,PRP,
:,O,1,is,punct,:,
it,O,8,heats,nsubj,PRP,
heats,O,0,This,acl,VBZ,
up,O,8,heats,prt,RP,
",",O,8,heats,punct,",",
and,O,8,heats,cc,CC,
that,O,13,is,nsubj,DT,
is,O,8,heats,conj,VBZ,
the,O,15,reason,det,DT,
reason,O,13,is,attr,NN,
we,O,19,call,nsubj,PRP,
no,O,18,longer,neg,RB,
longer,O,19,call,advmod,RBR,
call,O,15,reason,relcl,VBP,
them,O,19,call,dobj,PRP,
laptops,O,19,call,oprd,NNS,laptop ##s
reltodomainb,O,19,call,oprd,NNS,laptop ##s
",",O,13,is,punct,",",
and,O,13,is,cc,CC,
simply,O,25,categorize,advmod,RB,
categorize,O,13,is,conj,VB,cat ##ego ##rize
them,O,25,categorize,dobj,PRP,
as,O,25,categorize,prep,IN,
portables,O,27,as,pobj,NNS,portable ##s
reltodomainb,O,27,as,pobj,NNS,portable ##s
.,O,1,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,1,is,nsubj,PRP,
is,O,1,is,ROOT,VBZ,
not,O,1,is,neg,RB,
an,O,5,decision,det,DT,
easy,O,5,decision,amod,JJ,
decision,O,1,is,attr,NN,
to,O,7,purchase,aux,TO,
purchase,O,5,decision,acl,VB,
a,O,9,used,det,DT,
used,O,7,purchase,dobj,JJ,
or,O,9,used,cc,CC,
even,O,12,good,advmod,RB,
good,O,9,used,conj,JJ,
as,O,9,used,prep,IN,
new,O,15,laptop,amod,JJ,
laptop,O,13,as,pobj,NN,
reltodomainb,O,13,as,pobj,NN,
but,O,18,am,cc,CC,
i,O,18,am,nsubj,PRP,
am,O,18,am,ROOT,VBP,
very,O,20,satisfied,advmod,RB,
satisfied,B-OP,18,am,acomp,JJ,
.,O,18,am,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,3,handle,nsubj,PRP,
could,O,3,handle,aux,MD,
not,O,3,handle,neg,RB,
handle,O,3,handle,ROOT,VB,
it,O,3,handle,dobj,PRP,
one,O,6,hand,nummod,CD,
hand,O,3,handle,npadvmod,NN,
reltodomainb,O,3,handle,npadvmod,NN,
like,O,9,can,intj,IN,
i,O,9,can,nsubj,PRP,
can,O,9,can,ROOT,MD,
the,O,12,computer,det,DT,
replacement,O,12,computer,compound,NN,
reltodomainb,O,12,computer,compound,NN,
computer,O,9,can,dobj,NN,
reltodomaini,O,9,can,dobj,NN,
i,O,14,purchased,nsubj,PRP,
purchased,O,12,computer,relcl,VBD,
.,O,9,can,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
do,O,2,buy,aux,VB,
n't,O,2,buy,neg,RB,n ' t
buy,O,2,buy,ROOT,VB,
this,O,4,model,det,DT,
model,O,2,buy,dobj,NN,
reltodomainb,O,2,buy,dobj,NN,
.,O,2,buy,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
in,O,4,called,prep,IN,
desparation,O,0,In,pobj,NN,des ##para ##tion
",",O,4,called,punct,",",
i,O,4,called,nsubj,PRP,
called,O,4,called,ROOT,VBD,
their,O,8,number,poss,PRP$,
customer,B-ASP,7,Service,compound,NNP,
reltodomainb,O,7,Service,compound,NNP,
service,I-ASP,8,number,compound,NNP,
reltodomaini,O,8,number,compound,NNP,
number,I-ASP,4,called,dobj,NN,
reltodomaini,O,4,called,dobj,NN,
and,O,4,called,cc,CC,
was,O,11,told,auxpass,VBD,
told,O,4,called,conj,VBN,
that,O,16,expired,mark,IN,
my,O,14,warranty,poss,PRP$,
warranty,B-ASP,16,expired,nsubj,NN,warrant ##y
had,O,16,expired,aux,VBD,
expired,O,11,told,ccomp,VBN,
(,O,16,expired,punct,-LRB-,
2,O,19,days,nummod,CD,
days,O,20,old,npadvmod,NNS,
reltodomainb,O,20,old,npadvmod,NNS,
old,O,16,expired,advmod,JJ,
),O,16,expired,punct,-RRB-,
and,O,16,expired,cc,CC,
that,O,32,cost,mark,IN,
the,O,25,priviledge,det,DT,
priviledge,O,32,cost,nsubj,NN,pri ##vil ##edge
of,O,25,priviledge,prep,IN,
talking,B-ASP,26,of,pcomp,VBG,
to,I-ASP,27,talking,prep,IN,
a,I-ASP,30,technician,det,DT,
technician,I-ASP,28,to,pobj,NN,
reltodomainb,O,28,to,pobj,NN,
would,O,32,cost,aux,MD,
cost,O,16,expired,conj,VB,
me,O,32,cost,dobj,PRP,
(,O,36,have,punct,-LRB-,
"""",O,36,have,punct,``,
have,O,32,cost,parataxis,VB,
your,O,39,card,poss,PRP$,
credit,O,39,card,compound,NN,
reltodomainb,O,39,card,compound,NN,
card,O,40,ready,nsubj,NN,
reltodomaini,O,40,ready,nsubj,NN,
ready,O,36,have,ccomp,JJ,
"""",O,36,have,punct,'',
),O,32,cost,punct,-RRB-,
.,O,4,called,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,2,pad,det,DT,
touch,B-ASP,2,pad,compound,NN,
pad,I-ASP,3,is,nsubj,NN,
is,O,3,is,ROOT,VBZ,
among,B-OP,3,is,prep,IN,
the,I-OP,6,best,det,DT,
best,I-OP,4,among,pobj,JJS,
.,O,3,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
so,O,3,went,advmod,RB,
",",O,3,went,punct,",",
i,O,3,went,nsubj,PRP,
went,O,3,went,ROOT,VBD,
back,O,3,went,advmod,RB,
.,O,3,went,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,2,stamped,nsubjpass,PRP,
is,O,2,stamped,auxpass,VBZ,
stamped,O,2,stamped,ROOT,VBN,
and,O,2,stamped,cc,CC,
not,O,5,in,neg,RB,
in,O,2,stamped,conj,IN,
pieces,O,5,in,pobj,NNS,
reltodomainb,O,5,in,pobj,NNS,
therefore,O,9,is,advmod,RB,
it,O,9,is,nsubj,PRP,
is,O,9,is,ROOT,VBZ,
a,O,14,frame,det,DT,
stronger,B-OP,14,frame,amod,JJR,
more,O,13,resilient,advmod,RBR,
resilient,O,14,frame,amod,JJ,res ##ili ##ent
frame,B-ASP,9,is,attr,NN,
reltodomainb,O,9,is,attr,NN,
.,O,9,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,touchpad,det,DT,
touchpad,B-ASP,2,is,nsubj,NN,touch ##pad
reltodomainb,O,2,is,nsubj,NN,touch ##pad
is,O,2,is,ROOT,VBZ,
extremely,B-OP,4,sensitive,advmod,RB,
sensitive,I-OP,2,is,acomp,JJ,
",",O,2,is,punct,",",
which,O,7,is,nsubj,WDT,
is,O,2,is,advcl,VBZ,
the,O,10,drawback,det,DT,
only,O,10,drawback,amod,JJ,
drawback,B-OP,7,is,attr,NN,draw ##back
.,O,2,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,4,Pro,det,DT,
13,O,4,Pro,nummod,CD,
"""",O,4,Pro,punct,``,
macbook,O,4,Pro,compound,NNP,mac ##book
reltodomainb,O,4,Pro,compound,NNP,mac ##book
pro,O,6,fits,nsubj,NNP,
reltodomaini,O,6,fits,nsubj,NNP,
just,O,6,fits,advmod,RB,
fits,B-OP,6,fits,ROOT,VBZ,
in,O,6,fits,prep,IN,
my,O,9,budget,poss,PRP$,
budget,O,7,in,pobj,NN,
and,O,7,in,cc,CC,
with,O,7,in,conj,IN,
free,B-OP,13,shipping,amod,JJ,
shipping,B-ASP,11,with,pobj,NN,
and,O,13,shipping,cc,CC,
no,O,16,tax,det,DT,
tax,O,13,shipping,conj,NN,
to,O,16,tax,prep,TO,
ca,O,17,to,pobj,NNP,
this,O,20,is,nsubj,DT,
is,O,20,is,ROOT,VBZ,
the,O,23,price,det,DT,
best,B-OP,23,price,amod,JJS,
price,B-ASP,20,is,attr,NN,
reltodomainb,O,20,is,attr,NN,
we,O,26,get,nsubj,PRP,
can,O,26,get,aux,MD,
get,O,23,price,relcl,VB,
for,O,26,get,prep,IN,
a,O,30,product,det,DT,
great,B-OP,30,product,amod,JJ,
product,O,27,for,pobj,NN,
reltodomainb,O,27,for,pobj,NN,
.,O,20,is,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,2,take,nsubj,PRP,
may,O,2,take,aux,MD,
take,O,2,take,ROOT,VB,
a,O,4,little,det,DT,
little,O,5,getting,amod,JJ,
getting,O,2,take,dobj,VBG,
used,O,5,getting,acl,VBN,
to,O,6,used,prep,TO,
but,O,12,have,cc,CC,
you,O,12,have,nsubj,PRP,
do,O,12,have,aux,VBP,
n't,O,12,have,neg,RB,n ' t
have,O,12,have,ROOT,VB,
to,O,14,worry,aux,TO,
worry,O,12,have,xcomp,VB,
about,O,14,worry,prep,IN,
viruses,O,15,about,pobj,NNS,
reltodomainb,O,15,about,pobj,NNS,
or,O,16,viruses,cc,CC,
other,O,19,headaches,amod,JJ,
headaches,O,16,viruses,conj,NNS,headache ##s
.,O,12,have,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
they,O,4,look,nsubj,PRP,
do,O,4,look,aux,VBP,
n't,O,4,look,neg,RB,n ' t
just,O,4,look,advmod,RB,
look,B-ASP,8,deliver,ccomp,VB,
good,B-OP,4,look,acomp,JJ,
;,O,8,deliver,punct,:,
they,O,8,deliver,nsubj,PRP,
deliver,O,8,deliver,ROOT,VBP,
excellent,B-OP,10,performance,amod,JJ,
performance,B-ASP,8,deliver,dobj,NN,
.,O,8,deliver,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,have,nsubj,PRP,
already,O,2,have,advmod,RB,
have,O,2,have,ROOT,VBP,
a,O,5,laptop,det,DT,
hp,O,5,laptop,compound,NNP,
reltodomainb,O,5,laptop,compound,NNP,
laptop,O,2,have,dobj,NN,
reltodomaini,O,2,have,dobj,NN,
i,O,7,bought,nsubj,PRP,
bought,O,5,laptop,relcl,VBD,
last,O,9,year,amod,JJ,
year,O,7,bought,npadvmod,NN,
that,O,11,'s,nsubj,WDT,
's,O,11,'s,ROOT,VBZ,' s
standard,B-OP,13,size,amod,JJ,
size,B-ASP,11,'s,attr,NN,
.,O,11,'s,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
keyboard,B-ASP,1,responds,nsubj,NN,
