TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
The,O,1,food,det,_,,O
food,B-ASP,3,good,nsubj,_,,AT-Head
was,O,3,good,cop,_,,O
good,B-OP,3,good,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
",",O,7,prompt,punct,_,,O
the,O,6,service,det,_,,O
service,B-ASP,7,prompt,nsubj,_,,AT-Head
prompt,B-OP,3,good,conj,_,,"6###[""OT"", ""nsubj"", ""ASP""]"
",",O,13,reasonable,punct,_,,O
and,O,13,reasonable,cc,_,,O
the,O,11,price,det,_,,O
price,B-ASP,13,reasonable,nsubj,_,,AT-Head
very,O,13,reasonable,advmod,_,,O
reasonable,B-OP,3,good,conj,_,,"11###[""OT"", ""nsubj"", ""ASP""]"
.,O,3,good,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,need,nsubj,_,,O
need,O,1,need,ROOT,_,,O
at,O,3,least,case,_,,O
least,O,4,three,nmod,_,,O
three,O,5,rolls,nummod,_,,O
rolls,B-ASP,1,need,obj,_,,AT-W\O-Path
to,O,8,full,mark,_,,O
be,O,8,full,cop,_,,O
full,O,1,need,xcomp,_,,O
",",O,15,$,punct,_,,O
and,O,15,$,cc,_,,O
that,O,15,$,nsubj,_,,O
's,O,15,$,cop,_,' s,O
at,O,15,$,advmod,_,,O
least,O,13,at,fixed,_,,O
$,O,1,need,conj,_,,O
14.00,O,15,$,nummod,_,14 . 00,O
!,O,1,need,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Give,O,0,Give,ROOT,_,,O
it,O,0,Give,iobj,_,,O
a,O,3,try,det,_,,O
try,O,0,Give,obj,_,,O
",",O,8,French,punct,_,,O
menu,B-ASP,8,French,nsubj,_,,AT-Head
is,O,8,French,cop,_,,O
typical,O,8,French,amod,_,,O
French,O,0,Give,parataxis,_,,O
but,O,10,varied,cc,_,,O
varied,B-OP,8,French,conj,_,,"5###[""OT"", ""conj^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,0,Give,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,4,servers,nsubj,_,,O
was,O,4,servers,cop,_,,O
like,O,4,servers,case,_,,O
the,O,4,servers,det,_,,O
servers,B-ASP,4,servers,ROOT,_,,AT-Head
forgot,B-OP,4,servers,conj,_,,"4###[""OT"", ""conj^-1"", ""ASP""]"
that,O,9,worked,mark,_,,O
they,O,9,worked,nsubj,_,,O
actually,O,9,worked,advmod,_,,O
worked,O,5,forgot,ccomp,_,,O
there,O,9,worked,advmod,_,,O
and,O,13,wanted,cc,_,,O
instead,O,13,wanted,advmod,_,,O
wanted,O,9,worked,conj,_,,O
to,O,15,hang,mark,_,,O
hang,O,13,wanted,xcomp,_,,O
out,O,15,hang,compound:prt,_,,O
and,O,19,cool,cc,_,,O
be,O,19,cool,cop,_,,O
cool,O,5,forgot,conj,_,,O
.,O,4,servers,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,1,food,nmod:poss,_,,O
food,B-ASP,3,great,nsubj,_,,AT-Head
was,O,3,great,cop,_,,O
great,B-OP,3,great,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
too,O,3,great,advmod,_,,O
!,O,3,great,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Out,O,3,hundreds,case,_,,O
of,O,3,hundreds,case,_,,O
the,O,3,hundreds,det,_,,O
hundreds,O,14,best,obl,_,,O
of,O,6,restaurants,case,_,,O
Italian,O,6,restaurants,amod,_,,O
