TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
Just,O,1,went,advmod,_,,O
went,O,1,went,ROOT,_,,O
here,O,1,went,advmod,_,,O
for,O,7,bday,case,_,,O
my,O,7,bday,nmod:poss,_,,O
girlfriends,O,6,23rd,compound,_,,O
23rd,O,7,bday,compound,_,,O
bday,O,1,went,obl,_,b ##day,O
.,O,1,went,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,food,det,_,,O
exotic,B-ASP,2,food,amod,_,,AT-Secondary
food,I-ASP,5,presented,nsubj:pass,_,,AT-Head
is,O,5,presented,aux:pass,_,,O
beautifully,B-OP,5,presented,advmod,_,,OT-Secondary
presented,I-OP,5,presented,ROOT,_,,"2###[""OT"", ""nsubj:pass"", ""ASP""]"
and,O,9,delight,cc,_,,O
is,O,9,delight,cop,_,,O
a,O,9,delight,det,_,,O
delight,O,5,presented,conj,_,,O
in,O,12,combinations,case,_,,O
delicious,B-OP,12,combinations,amod,_,,OT-W\O-Path
combinations,O,9,delight,nmod,_,,O
.,O,5,presented,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,_,,O
food,B-ASP,4,good,nsubj,_,,AT-Head
was,O,4,good,cop,_,,O
very,O,4,good,advmod,_,,O
good,B-OP,4,good,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
",",O,9,thai,punct,_,,O
but,O,9,thai,cc,_,,O
not,O,9,thai,advmod,_,,O
very,O,9,thai,advmod,_,,O
thai,O,4,good,conj,_,,O
.,O,4,good,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Do,O,2,get,aux,_,,O
not,O,2,get,advmod,_,,O
get,O,2,get,ROOT,_,,O
the,O,6,Hamburgers,det,_,,O
Go,B-ASP,6,Hamburgers,compound,_,,AT-W\O-Path
Go,I-ASP,6,Hamburgers,compound,_,,AT-W\O-Path
Hamburgers,I-ASP,2,get,obj,_,hamburger ##s,AT-W\O-Path
",",O,2,get,punct,_,,O
no,O,9,matter,det,_,,O
matter,O,2,get,appos,_,,O
what,O,13,say,obj,_,,O
the,O,12,reviews,det,_,,O
reviews,O,13,say,nsubj,_,,O
say,O,9,matter,acl:relcl,_,,O
.,O,2,get,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,1,waiter,nmod:poss,_,,O
waiter,B-ASP,3,helpful,nsubj,_,,AT-Head
was,O,3,helpful,cop,_,,O
helpful,B-OP,3,helpful,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
and,O,5,charming,cc,_,,O
charming,B-OP,3,helpful,conj,_,,"1###[""OT"", ""conj^-1"", ""*"", ""nsubj"", ""ASP""]"
",",O,10,perfect,punct,_,,O
the,O,8,food,det,_,,O
food,B-ASP,10,perfect,nsubj,_,,AT-Head
was,O,10,perfect,cop,_,,O
perfect,B-OP,3,helpful,conj,_,,"8###[""OT"", ""nsubj"", ""ASP""]"
",",O,16,good,punct,_,,O
and,O,16,good,cc,_,,O
the,O,14,wine,det,_,,O
wine,B-ASP,16,good,nsubj,_,,AT-Head
was,O,16,good,cop,_,,O
good,B-OP,3,helpful,conj,_,,"14###[""OT"", ""nsubj"", ""ASP""]"
",",O,16,good,punct,_,,O
too,O,16,good,advmod,_,,O
.,O,3,helpful,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,4,Uptown,det,_,,O
BEST,B-OP,4,Uptown,amod,_,,"3###[""OT"", ""amod^-1"", ""*"", ""compound"", ""ASP""]"
Chinese,B-ASP,3,food,amod,_,,AT-Secondary
food,I-ASP,4,Uptown,compound,_,,AT-Head
Uptown,O,4,Uptown,ROOT,_,,O
!,O,4,Uptown,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,food,det,_,,O
food,B-ASP,3,mediocre,nsubj,_,,AT-Head
was,O,3,mediocre,cop,_,,O
mediocre,B-OP,3,mediocre,ROOT,_,med ##io ##cre,"1###[""OT"", ""nsubj"", ""ASP""]"
to,O,6,kind,mark,_,,O
be,O,6,kind,cop,_,,O
