TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
The,O,1,17,det,DT,
17,O,9,addition,nsubj,CD,
in,O,4,Pro,case,IN,
Macbook,O,4,Pro,compound,NNP,mac ##book
Pro,O,1,17,nmod,NNP,
has,O,9,addition,aux,VBZ,
been,O,9,addition,cop,VBN,
a,O,9,addition,det,DT,
wonderful,B-OP,9,addition,amod,JJ,
addition,O,9,addition,ROOT,NN,
.,O,9,addition,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,5,weeks,nsubj,PRP,
's,O,5,weeks,auxpass,VBZ,' s
been,O,5,weeks,cop,VBN,
a,O,5,weeks,det,DT,
couple,O,5,weeks,compound,NN,
weeks,O,5,weeks,ROOT,NNS,
since,O,8,purchase,case,IN,
the,O,8,purchase,det,DT,
purchase,O,5,weeks,nmod,NN,
and,O,5,weeks,cc,CC,
I,O,12,struggle,nsubj,PRP,
'm,O,12,struggle,cop,VBP,' m
struggle,O,5,weeks,conj,JJ,
with,O,14,finding,mark,IN,
finding,O,12,struggle,advcl,VBG,
the,O,17,keys,det,DT,
correct,O,17,keys,amod,JJ,
keys,B-ASP,14,finding,dobj,NNS,
(,O,5,weeks,punct,-LRB-,
but,O,5,weeks,cc,CC,
that,O,22,expected,nsubjpass,DT,
was,O,22,expected,auxpass,VBD,
expected,O,5,weeks,conj,VBN,
),O,5,weeks,punct,-RRB-,
.,O,5,weeks,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,display,det,DT,
display,B-ASP,4,bright,nsubj,NN,
is,O,4,bright,cop,VBZ,
incredibly,O,4,bright,advmod,RB,
bright,B-OP,4,bright,ROOT,JJ,
",",O,7,brighter,punct,",",
much,O,7,brighter,advmod,RB,
brighter,B-OP,4,bright,advmod,JJR,
than,O,10,PowerBook,case,IN,
my,O,10,PowerBook,nmod:poss,PRP$,
PowerBook,O,7,brighter,nmod,NNP,power ##book
and,O,10,PowerBook,cc,CC,
very,O,13,crisp,advmod,RB,
crisp,B-OP,10,PowerBook,conj,JJ,
.,O,4,bright,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,hesitate,nsubj,PRP,
will,O,3,hesitate,aux,MD,
not,O,3,hesitate,neg,RB,
hesitate,O,3,hesitate,ROOT,VB,
to,O,5,recommend,mark,TO,
recommend,B-OP,3,hesitate,xcomp,VB,
it,O,5,recommend,dobj,PRP,
to,O,8,family,case,TO,
family,O,5,recommend,nmod,NN,
and,O,8,family,cc,CC,
friends,O,8,family,conj,NNS,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,3,remaining,det,DT,
"""",O,3,remaining,punct,``,
Time,O,3,remaining,compound,NN,
remaining,O,5,goes,nsubj,VBG,
"""",O,5,goes,punct,'',
goes,O,5,goes,ROOT,VBZ,
from,O,8,hours,case,IN,
4,O,8,hours,nummod,CD,
hours,O,5,goes,nmod,NNS,
plus,O,8,hours,amod,CC,
to,O,14,hours,case,TO,
less,O,13,2,advmod,JJR,
than,O,11,less,mwe,IN,
2,O,14,hours,nummod,CD,
hours,O,8,hours,conj,NNS,
over,O,17,span,case,IN,
the,O,17,span,det,DT,
span,O,14,hours,nmod,NN,
of,O,21,minutes,case,IN,
about,O,20,10,advmod,IN,
10,O,21,minutes,nummod,CD,
minutes,O,17,span,nmod,NNS,
.,O,5,goes,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,paid,nsubj,PRP,
paid,O,1,paid,ROOT,VBD,
$,O,3,800,dep,$,
800,O,1,paid,dobj,CD,
for,O,6,computer,case,IN,
this,O,6,computer,det,DT,
computer,O,3,800,nmod,NN,
from,O,11,bookstore,case,IN,
my,O,11,bookstore,nmod:poss,PRP$,
school,O,11,bookstore,compound,NN,
campus,O,11,bookstore,compound,NN,
bookstore,O,1,paid,nmod,NN,
.,O,1,paid,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,quick,nsubj,PRP,
's,O,3,quick,cop,VBZ,' s
so,O,3,quick,advmod,RB,
quick,B-OP,3,quick,ROOT,JJ,
and,O,3,quick,cc,CC,
responsive,B-OP,3,quick,conj,JJ,
that,O,8,makes,mark,IN,
it,O,8,makes,nsubj,PRP,
makes,O,3,quick,ccomp,VBZ,
working/surfing,B-ASP,8,makes,xcomp,VBG,working / surfing
on,I-ASP,12,computer,case,IN,
a,I-ASP,12,computer,det,DT,
computer,I-ASP,9,working/surfing,nmod,NN,
so,I-ASP,14,much,advmod,RB,
much,I-ASP,15,more,advmod,RB,
more,I-ASP,16,pleasurable,advmod,RBR,
pleasurable,I-ASP,8,makes,xcomp,JJ,pleas ##urable
!,I-ASP,3,quick,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,1,has,nsubj,PRP,
has,O,1,has,ROOT,VBZ,
3,O,4,ports,nummod,CD,
usb,B-ASP,4,ports,compound,NN,
ports,I-ASP,1,has,dobj,NNS,
",",O,4,ports,punct,",",
1,O,10,reader,nummod,CD,
sd,B-ASP,10,reader,compound,NN,
memory,I-ASP,10,reader,compound,NN,
card,I-ASP,10,reader,compound,NN,
reader,I-ASP,4,ports,conj,NN,
and,O,4,ports,cc,CC,
an,O,16,expansion,det,DT,
sd,B-ASP,16,expansion,compound,NN,
memory,I-ASP,16,expansion,compound,NN,
car,I-ASP,16,expansion,compound,NN,
expansion,I-ASP,4,ports,conj,NN,
.,O,1,has,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,2,guy,det,DT,
tech,O,2,guy,compound,NN,
guy,O,4,said,nsubj,NN,
then,O,4,said,advmod,RB,
said,O,4,said,ROOT,VBD,
the,O,7,center,det,DT,
service,B-ASP,7,center,compound,NN,
center,I-ASP,10,do,nsubj,NN,
does,O,10,do,aux,VBZ,
not,O,10,do,neg,RB,
do,O,4,said,ccomp,VB,
1-to-1,O,12,exchange,amod,JJ,1 - to - 1
exchange,O,10,do,dobj,NN,
and,O,10,do,cc,CC,
I,O,15,have,nsubj,PRP,
have,O,10,do,conj,VBP,
to,O,17,direct,mark,TO,
direct,O,15,have,xcomp,VB,
my,O,19,concern,nmod:poss,PRP$,
concern,O,17,direct,dobj,NN,
to,O,25,team,case,IN,
the,O,25,team,det,DT,
"""",B-ASP,25,team,punct,``,
sales,I-ASP,25,team,compound,NNS,
"""",I-ASP,25,team,punct,'',
team,I-ASP,17,direct,nmod,NN,
",",O,25,team,punct,",",
which,O,31,shop,nsubj,WDT,
is,O,31,shop,cop,VBZ,
the,O,31,shop,det,DT,
retail,O,31,shop,amod,JJ,
shop,O,25,team,acl:relcl,NN,
which,O,34,bought,dobj,WDT,
I,O,34,bought,nsubj,PRP,
bought,O,31,shop,acl:relcl,VBD,
my,O,36,netbook,nmod:poss,PRP$,
netbook,O,34,bought,dobj,NN,net ##book
from,O,34,bought,case,IN,
.,O,4,said,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,inside,nsubj,PRP,
's,O,3,inside,cop,VBZ,' s
the,O,3,inside,det,DT,
inside,O,3,inside,ROOT,NN,
that,O,7,wonderful,nsubj,WDT,
is,O,7,wonderful,cop,VBZ,
truly,O,7,wonderful,advmod,RB,
wonderful,B-OP,3,inside,acl:relcl,JJ,
.,O,3,inside,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,think,nsubj,PRP,
think,O,1,think,ROOT,VBP,
I,O,5,suffer,nsubj,PRP,
might,O,5,suffer,aux,MD,
rather,O,5,suffer,advmod,RB,
suffer,O,1,think,ccomp,VB,
for,O,7,something,case,IN,
something,O,5,suffer,nmod,NN,
that,O,10,simple,nsubj,WDT,
is,O,10,simple,cop,VBZ,
simple,O,7,something,acl:relcl,JJ,
to,O,12,fix,mark,TO,
fix,O,10,simple,xcomp,VB,
in,O,15,opinion,case,IN,
my,O,15,opinion,nmod:poss,PRP$,
opinion,O,12,fix,nmod,NN,
.,O,1,think,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
And,O,4,show,cc,CC,
it,O,4,show,nsubj,PRP,
did,O,4,show,aux,VBD,
n't,O,4,show,neg,RB,n ' t
show,O,4,show,ROOT,VB,
up,O,4,show,compound:prt,RP,
on,O,8,reciept,case,IN,
the,O,8,reciept,det,DT,
reciept,O,4,show,nmod,NN,rec ##ie ##pt
",",O,13,know,punct,",",
I,O,13,know,nsubj,PRP,
do,O,13,know,aux,VBP,
n't,O,13,know,neg,RB,n ' t
know,O,4,show,parataxis,VB,
how,O,16,ordered,advmod,WRB,
we,O,16,ordered,nsubj,PRP,
ordered,O,13,know,ccomp,VBD,
it,O,16,ordered,dobj,PRP,
online,O,16,ordered,advmod,RB,
!,O,4,show,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,suffering,nsubj,PRP,
was,O,3,suffering,aux,VBD,
also,O,3,suffering,advmod,RB,
suffering,O,3,suffering,ROOT,VBG,
from,O,9,issues,case,IN,
hardware,O,9,issues,compound,NN,
(,O,7,keyboard,punct,-LRB-,
keyboard,O,9,issues,compound,NN,
),O,9,issues,punct,-RRB-,
issues,B-OP,3,suffering,nmod,NNS,
",",O,9,issues,punct,",",
relatively,O,12,slow,advmod,RB,
slow,B-OP,13,performance,amod,JJ,
performance,B-ASP,9,issues,conj,NN,
and,O,13,performance,cc,CC,
shortening,B-OP,17,lifetime,compound,VBG,short ##ening
battery,B-ASP,17,lifetime,compound,NN,
lifetime,I-ASP,13,performance,conj,NN,
.,O,3,suffering,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Very,O,1,disappointed,advmod,RB,
disappointed,B-OP,1,disappointed,ROOT,JJ,
with,O,3,Apple,case,IN,
Apple,O,1,disappointed,nmod,NNP,
.,O,1,disappointed,punct,.,
